Trajectory,cell_label,n_frames,D,r_squared,filtered,D_err
2594,23,4,,,short,
2595,26,3,,,short,
2596,27,17,0.02740285950585347,0.984764212159371,ok,0.0012050838359872087
2597,23,2,,,short,
2598,29,12,0.0038091328660967644,0.9808946326094835,ok,0.0002377429440879133
2599,22,5,,,short,
2600,32,4,,,short,
2601,29,2,,,short,
2602,39,3,,,short,
2603,39,2,,,short,
2604,38,2,,,short,
2605,30,2,,,short,
2606,30,2,,,short,
2607,30,14,0.03819439025986511,0.9779378480303454,ok,0.00234202889229923
2608,42,2,,,short,
2609,45,2,,,short,
2610,48,2,,,short,
2611,43,2,,,short,
2612,45,18,0.015149014693862838,0.6216996081393538,ok,0.0039390476253582125
2613,43,2,,,short,
2614,42,4,,,short,
2615,42,4,,,short,
2616,51,2,,,short,
2617,42,2,,,short,
2618,45,2,,,short,
2619,52,2,,,short,
2620,52,2,,,short,
2621,58,2,,,short,
2622,60,9,,,short,
2623,53,2,,,short,
2624,62,2,,,short,
2625,53,3,,,short,
2626,67,7,,,short,
2627,67,15,0.0362866778370708,0.35605669764441317,ok,0.018444310445254658
2628,63,2,,,short,
2629,66,4,,,short,
2630,68,2,,,short,
2631,63,2,,,short,
2632,67,2,,,short,
2633,66,2,,,short,
2634,70,2,,,short,
2635,62,2,,,short,
2636,63,2,,,short,
2637,76,3,,,short,
2638,70,2,,,short,
2639,66,4,,,short,
2640,73,6,,,short,
2641,73,2,,,short,
2642,67,3,,,short,
2643,84,3,,,short,
2644,81,2,,,short,
2645,82,4,,,short,
2646,77,10,0.02161807415793373,0.5429571099158871,ok,0.009917055100478573
2647,78,3,,,short,
2648,76,4,,,short,
2649,82,3,,,short,
2650,79,2,,,short,
2651,76,2,,,short,
2652,83,2,,,short,
2653,72,3,,,short,
2654,87,6,,,short,
2655,81,2,,,short,
2656,86,10,0.09762963355590441,0.944037781624064,ok,0.011885143766005472
2657,89,2,,,short,
2658,82,4,,,short,
2659,85,2,,,short,
2660,93,2,,,short,
2661,93,8,,,short,
2662,98,5,,,short,
2663,84,2,,,short,
2664,88,2,,,short,
2665,98,2,,,short,
2666,82,5,,,short,
2667,96,4,,,short,
2668,102,2,,,short,
2669,104,5,,,short,
2670,109,2,,,short,
2671,82,3,,,short,
2672,97,3,,,short,
2673,112,5,,,short,
2674,113,4,,,short,
2675,85,2,,,short,
2676,111,2,,,short,
2677,116,2,,,short,
2678,118,3,,,short,
2679,102,4,,,short,
2680,119,16,0.033452198194635935,0.9060231923860925,ok,0.004072080267530505
2681,118,3,,,short,
2682,111,2,,,short,
2683,120,12,0.054875889326695085,0.9707468416727588,ok,0.00426019903597509
2684,127,2,,,short,
2685,118,2,,,short,
2686,133,2,,,short,
2687,133,4,,,short,
2688,135,3,,,short,
2689,153,3,,,short,
2690,153,2,,,short,
2691,157,3,,,short,
2692,157,4,,,short,
2693,4,2,,,short,
2694,18,2,,,short,
2695,4,2,,,short,
2696,12,2,,,short,
2697,18,3,,,short,
2698,25,2,,,short,
2699,16,2,,,short,
2700,27,2,,,short,
2701,29,3,,,short,
2702,16,2,,,short,
2703,22,2,,,short,
2704,38,2,,,short,
2705,30,2,,,short,
2706,30,2,,,short,
2707,40,2,,,short,
2708,38,2,,,short,
2709,39,2,,,short,
2710,42,4,,,short,
2711,39,2,,,short,
2712,39,3,,,short,
2713,40,2,,,short,
2714,39,9,,,short,
2715,43,2,,,short,
2716,40,2,,,short,
2717,37,3,,,short,
2718,37,7,,,short,
2719,45,2,,,short,
2720,43,2,,,short,
2721,45,2,,,short,
2722,45,3,,,short,
2723,48,4,,,short,
2724,47,2,,,short,
2725,43,2,,,short,
2726,43,2,,,short,
2727,45,3,,,short,
2728,47,4,,,short,
2729,43,5,,,short,
2730,42,2,,,short,
2731,47,3,,,short,
2732,45,2,,,short,
2733,45,4,,,short,
2734,47,2,,,short,
2735,45,2,,,short,
2736,52,2,,,short,
2737,52,2,,,short,
2738,45,2,,,short,
2739,52,2,,,short,
2740,45,2,,,short,
2741,53,2,,,short,
2742,59,4,,,short,
2743,55,3,,,short,
2744,59,2,,,short,
2745,60,3,,,short,
2746,58,3,,,short,
2747,52,5,,,short,
2748,57,3,,,short,
2749,57,2,,,short,
2750,55,2,,,short,
2751,58,2,,,short,
2752,53,4,,,short,
2753,60,4,,,short,
2754,61,2,,,short,
2755,64,2,,,short,
2756,56,2,,,short,
2757,64,2,,,short,
2758,64,2,,,short,
2759,63,7,,,short,
2760,59,2,,,short,
2761,71,44,0.028191910398100435,0.9780530102127302,ok,0.00140769814420443
2762,66,2,,,short,
2763,72,2,,,short,
2764,68,2,,,short,
2765,63,2,,,short,
2766,64,3,,,short,
2767,74,4,,,short,
2768,67,3,,,short,
2769,70,2,,,short,
2770,76,2,,,short,
2771,74,5,,,short,
2772,69,3,,,short,
2773,80,2,,,short,
2774,67,2,,,short,
2775,81,8,,,short,
2776,83,5,,,short,
2777,71,3,,,short,
2778,86,2,,,short,
2779,65,4,,,short,
2780,76,2,,,short,
2781,74,2,,,short,
2782,71,2,,,short,
2783,86,2,,,short,
2784,76,8,,,short,
2785,78,4,,,short,
2786,74,2,,,short,
2787,83,5,,,short,
2788,86,2,,,short,
2789,90,3,,,short,
2790,86,3,,,short,
2791,82,3,,,short,
2792,86,3,,,short,
2793,90,2,,,short,
2794,89,2,,,short,
2796,88,2,,,short,
2797,82,2,,,short,
2798,82,3,,,short,
2799,93,2,,,short,
2800,96,3,,,short,
2801,97,5,,,short,
2802,77,8,,,short,
2803,98,6,,,short,
2804,88,7,,,short,
2805,96,2,,,short,
2806,89,2,,,short,
2807,101,3,,,short,
2808,107,2,,,short,
2809,82,2,,,short,
2810,95,3,,,short,
2811,103,2,,,short,
2812,85,8,,,short,
2813,104,4,,,short,
2814,96,3,,,short,
2815,95,5,,,short,
2816,96,2,,,short,
2817,112,3,,,short,
2818,100,2,,,short,
2819,95,5,,,short,
2820,97,2,,,short,
2821,112,3,,,short,
2822,113,5,,,short,
2823,110,2,,,short,
2824,101,3,,,short,
2825,113,2,,,short,
2826,111,3,,,short,
2827,112,2,,,short,
2828,114,3,,,short,
2829,114,2,,,short,
2830,114,16,0.06433704206036718,0.9901754431620433,ok,0.0024222141774861094
2831,101,2,,,short,
2832,122,2,,,short,
2833,122,2,,,short,
2834,125,4,,,short,
2835,128,3,,,short,
2836,118,2,,,short,
2837,122,2,,,short,
2838,123,2,,,short,
2839,127,60,0.017104550674964046,0.9729677398824206,ok,0.0009503473632671959
2840,127,7,,,short,
2841,129,2,,,short,
2842,129,5,,,short,
2843,133,2,,,short,
2844,137,20,0.002679063980524341,0.7621091979011178,ok,0.0004989327912037354
2845,141,2,,,short,
2846,140,2,,,short,
2847,145,2,,,short,
2848,155,2,,,short,
2849,152,5,,,short,
2850,153,3,,,short,
2851,153,6,,,short,
2852,153,2,,,short,
2853,147,2,,,short,
2854,157,2,,,short,
2855,2,2,,,short,
2856,5,3,,,short,
2857,4,2,,,short,
2858,18,2,,,short,
2859,29,3,,,short,
2860,18,3,,,short,
2861,27,2,,,short,
2862,26,7,,,short,
2863,30,2,,,short,
2864,32,2,,,short,
2865,29,2,,,short,
2866,30,2,,,short,
2867,29,2,,,short,
2868,34,3,,,short,
2869,29,3,,,short,
2870,39,2,,,short,
2871,39,3,,,short,
2872,43,2,,,short,
2873,49,6,,,short,
2874,51,2,,,short,
2875,45,2,,,short,
2876,45,2,,,short,
2877,49,2,,,short,
2878,47,4,,,short,
2879,45,2,,,short,
2880,50,2,,,short,
2881,49,2,,,short,
2882,49,2,,,short,
2883,53,2,,,short,
2884,57,9,,,short,
2885,45,2,,,short,
2886,57,2,,,short,
2887,57,2,,,short,
2888,53,2,,,short,
2889,59,3,,,short,
2890,55,2,,,short,
2891,58,2,,,short,
2892,58,4,,,short,
2893,59,2,,,short,
2894,51,2,,,short,
2895,55,2,,,short,
2896,58,2,,,short,
2897,63,6,,,short,
2898,59,3,,,short,
2899,67,6,,,short,
2900,71,2,,,short,
2901,65,3,,,short,
2902,74,2,,,short,
2903,67,2,,,short,
2904,71,6,,,short,
2905,68,2,,,short,
2906,70,6,,,short,
2907,71,2,,,short,
2908,81,2,,,short,
2909,70,2,,,short,
2910,81,2,,,short,
2911,82,2,,,short,
2912,72,2,,,short,
2913,86,9,,,short,
2914,82,3,,,short,
2915,87,4,,,short,
2916,77,8,,,short,
2917,90,2,,,short,
2918,82,4,,,short,
2919,91,2,,,short,
2920,87,2,,,short,
2921,81,6,,,short,
2923,86,2,,,short,
2924,90,2,,,short,
2925,85,2,,,short,
2926,98,15,0.14611076569378023,0.9869616963025557,ok,0.006347366796862712
2927,97,2,,,short,
2928,93,3,,,short,
2929,96,2,,,short,
2930,98,10,0.07602269187815772,0.457074366408867,ok,0.04142762047844436
2931,77,4,,,short,
2932,96,3,,,short,
2933,108,4,,,short,
2934,82,4,,,short,
2935,77,2,,,short,
2936,98,2,,,short,
2937,105,2,,,short,
2938,115,2,,,short,
2939,114,2,,,short,
2940,110,7,,,short,
2941,102,3,,,short,
2942,105,15,0.5159465706719898,0.9507303657764088,ok,0.04439322549512238
2943,82,2,,,short,
2944,113,2,,,short,
2945,96,4,,,short,
2946,116,2,,,short,
2947,115,2,,,short,
2948,113,4,,,short,
2949,120,2,,,short,
2950,120,5,,,short,
2951,115,2,,,short,
2952,119,2,,,short,
2953,122,4,,,short,
2954,111,2,,,short,
2955,118,2,,,short,
2956,125,4,,,short,
2957,126,4,,,short,
2958,125,2,,,short,
2959,118,2,,,short,
2960,136,2,,,short,
2961,134,2,,,short,
2962,135,2,,,short,
2963,156,6,,,short,
2964,153,4,,,short,
2965,147,10,0.02369911520623297,0.6563123980181966,ok,0.008574894133620198
2966,147,2,,,short,
2967,157,13,0.011506670981934298,0.3031080995317157,ok,0.007122919053244297
2968,157,2,,,short,
2969,143,3,,,short,
2970,2,8,,,short,
2971,22,11,0.010225024138345886,0.9585383792768097,ok,0.0010632924455465079
2972,21,17,0.007638237661913923,0.9692796729048776,ok,0.00048076916557284914
2973,23,3,,,short,
2974,35,4,,,short,
2975,30,2,,,short,
2976,29,2,,,short,
2977,35,2,,,short,
2978,35,2,,,short,
2979,38,2,,,short,
2980,39,3,,,short,
2981,38,2,,,short,
2982,38,3,,,short,
2983,43,2,,,short,
2984,42,2,,,short,
2985,43,2,,,short,
2986,45,2,,,short,
2987,43,2,,,short,
2988,43,3,,,short,
2989,47,2,,,short,
2990,43,2,,,short,
2991,45,2,,,short,
2992,42,4,,,short,
2993,48,2,,,short,
2994,52,2,,,short,
2995,52,3,,,short,
2996,53,2,,,short,
2997,52,2,,,short,
2998,58,2,,,short,
2999,55,4,,,short,
3000,57,2,,,short,
3001,62,2,,,short,
3002,63,2,,,short,
3003,57,3,,,short,
3004,59,2,,,short,
3005,62,5,,,short,
3006,62,5,,,short,
3007,63,2,,,short,
3008,70,11,0.016035208443695936,0.7847894615128285,ok,0.004198554510357712
3009,69,53,0.021058703775004975,0.9910157285637023,ok,0.0006683616566106325
3010,67,2,,,short,
3011,76,5,,,short,
3012,69,6,,,short,
3013,81,3,,,short,
3014,74,2,,,short,
3015,67,3,,,short,
3016,78,2,,,short,
3017,67,2,,,short,
3018,76,3,,,short,
3019,70,22,0.04848480917670735,0.9757277063075382,ok,0.002549033378065381
3020,71,2,,,short,
3021,72,10,0.29263230211536545,0.9822519016779032,ok,0.019667843479308816
3022,82,8,,,short,
3023,81,8,,,short,
3024,74,2,,,short,
3025,71,10,0.6234627552189173,0.9760544490899993,ok,0.04882653517753035
3026,83,5,,,short,
3027,79,6,,,short,
3028,76,5,,,short,
3029,86,2,,,short,
3030,80,2,,,short,
3031,88,4,,,short,
3033,82,2,,,short,
3034,88,2,,,short,
3035,82,3,,,short,
3036,82,2,,,short,
3037,82,4,,,short,
3038,88,2,,,short,
3039,82,4,,,short,
3040,87,2,,,short,
3041,88,2,,,short,
3042,94,12,,0.17833818185922334,negative_D,0.003367421169560609
3043,101,3,,,short,
3044,98,4,,,short,
3045,77,2,,,short,
3046,82,4,,,short,
3047,95,2,,,short,
3048,95,16,0.12203010510244684,0.996990051839667,ok,0.002534265117272897
3049,101,9,,,short,
3050,102,2,,,short,
3051,101,5,,,short,
3052,109,8,,,short,
3053,98,4,,,short,
3054,110,3,,,short,
3055,96,5,,,short,
3056,85,2,,,short,
3057,103,3,,,short,
3058,96,2,,,short,
3059,113,2,,,short,
3060,82,4,,,short,
3061,101,3,,,short,
3062,100,4,,,short,
3063,104,2,,,short,
3064,97,6,,,short,
3065,114,6,,,short,
3066,111,3,,,short,
3067,101,3,,,short,
3068,116,13,0.014655889804700518,0.9466410251640792,ok,0.001420520924981114
3069,120,5,,,short,
3070,123,2,,,short,
3071,120,5,,,short,
3072,122,3,,,short,
3073,127,3,,,short,
3074,124,2,,,short,
3075,126,2,,,short,
3076,127,2,,,short,
3077,140,3,,,short,
3078,133,2,,,short,
3079,138,3,,,short,
3080,128,4,,,short,
3081,148,3,,,short,
3082,132,3,,,short,
3083,150,8,,,short,
3084,148,2,,,short,
3085,153,2,,,short,
3086,14,2,,,short,
3087,16,2,,,short,
3088,18,2,,,short,
3089,18,2,,,short,
3090,27,2,,,short,
3091,21,2,,,short,
3092,23,2,,,short,
3093,18,4,,,short,
3094,30,3,,,short,
3095,38,2,,,short,
3096,38,3,,,short,
3097,39,3,,,short,
3098,30,3,,,short,
3099,30,3,,,short,
3100,39,4,,,short,
3101,48,3,,,short,
3102,42,3,,,short,
3103,48,2,,,short,
3104,45,3,,,short,
3105,52,2,,,short,
3106,53,2,,,short,
3107,58,2,,,short,
3108,52,4,,,short,
3109,53,2,,,short,
3110,55,2,,,short,
3111,55,2,,,short,
3112,59,3,,,short,
3113,53,3,,,short,
3114,58,2,,,short,
3115,60,3,,,short,
3116,51,2,,,short,
3117,53,2,,,short,
3118,63,4,,,short,
3119,59,2,,,short,
3120,55,4,,,short,
3121,64,3,,,short,
3122,65,2,,,short,
3123,63,32,0.11938693688340142,0.9681752889688279,ok,0.007215074478492078
3124,63,3,,,short,
3125,68,5,,,short,
3126,70,3,,,short,
3127,70,23,0.12224935865884407,0.9826981100146848,ok,0.005407070605807703
3128,68,3,,,short,
3129,66,23,0.022390078856702123,0.9752495549812609,ok,0.0011889619858304577
3130,68,2,,,short,
3131,83,2,,,short,
3132,79,2,,,short,
3133,72,3,,,short,
3134,74,2,,,short,
3135,73,3,,,short,
3136,72,4,,,short,
3137,68,2,,,short,
3138,86,8,,,short,
3139,73,2,,,short,
3140,76,9,,,short,
3141,80,4,,,short,
3142,76,3,,,short,
3143,72,4,,,short,
3144,68,3,,,short,
3145,73,2,,,short,
3146,76,3,,,short,
3147,80,2,,,short,
3148,84,7,,,short,
3149,86,2,,,short,
3150,86,3,,,short,
3151,92,2,,,short,
3152,87,9,,,short,
3153,81,36,0.024413177753815556,0.9959630038255781,ok,0.0005180964750386482
3154,90,2,,,short,
3155,85,2,,,short,
3156,76,3,,,short,
3157,92,3,,,short,
3158,91,2,,,short,
3159,87,2,,,short,
3160,86,5,,,short,
3161,89,2,,,short,
3162,82,3,,,short,
3163,87,3,,,short,
3164,97,12,0.02577747737775113,0.9718594403713334,ok,0.0019616433749470065
3165,85,2,,,short,
3166,96,2,,,short,
3167,98,2,,,short,
3168,102,6,,,short,
3169,90,3,,,short,
3170,93,14,0.028868342354897627,0.9805033199597795,ok,0.0016618890123211287
3171,104,2,,,short,
3172,97,3,,,short,
3173,103,4,,,short,
3174,95,2,,,short,
3175,101,2,,,short,
3176,95,2,,,short,
3177,101,7,,,short,
3178,82,6,,,short,
3179,100,2,,,short,
3180,98,2,,,short,
3181,82,3,,,short,
3182,100,15,0.017409361641608813,0.9712381523720015,ok,0.0011323465182861956
3183,97,4,,,short,
3184,96,4,,,short,
3185,114,3,,,short,
3186,112,7,,,short,
3187,111,2,,,short,
3188,110,5,,,short,
3189,118,2,,,short,
3190,114,7,,,short,
3191,101,2,,,short,
3192,115,4,,,short,
3193,120,2,,,short,
3194,101,3,,,short,
3195,127,2,,,short,
3196,122,3,,,short,
3197,122,2,,,short,
3198,123,3,,,short,
3199,118,3,,,short,
3200,127,3,,,short,
3201,122,2,,,short,
3202,123,2,,,short,
3203,110,2,,,short,
3204,122,12,0.013696477830835191,0.9151672774865548,ok,0.0018648991728575667
3205,124,3,,,short,
3206,129,13,0.034415013432661165,0.9383364808638607,ok,0.003601696858882147
3207,139,2,,,short,
3208,140,3,,,short,
3209,138,2,,,short,
3210,150,2,,,short,
3211,155,4,,,short,
3212,152,2,,,short,
3213,153,7,,,short,
3214,153,2,,,short,
3215,153,6,,,short,
3216,147,3,,,short,
3217,143,2,,,short,
3218,2,10,0.3053793493122204,0.969888936657715,ok,0.02690368164769319
3219,15,2,,,short,
3220,16,2,,,short,
3221,14,2,,,short,
3222,18,7,,,short,
3223,23,2,,,short,
3224,16,2,,,short,
3225,23,2,,,short,
3226,29,4,,,short,
3227,29,3,,,short,
3228,39,4,,,short,
3229,35,2,,,short,
3230,30,2,,,short,
3231,42,2,,,short,
3232,39,2,,,short,
3233,30,2,,,short,
3234,37,2,,,short,
3235,37,2,,,short,
3236,43,3,,,short,
3237,42,2,,,short,
3238,47,2,,,short,
3239,47,3,,,short,
3240,48,2,,,short,
3241,52,3,,,short,
3242,52,2,,,short,
3243,50,2,,,short,
3244,50,2,,,short,
3245,50,3,,,short,
3246,53,2,,,short,
3247,47,2,,,short,
3248,59,3,,,short,
3249,54,4,,,short,
3250,53,2,,,short,
3251,52,2,,,short,
3252,52,4,,,short,
3253,60,9,,,short,
3254,60,2,,,short,
3255,60,4,,,short,
3256,64,2,,,short,
3257,53,2,,,short,
3258,62,2,,,short,
3259,60,2,,,short,
3260,63,3,,,short,
3261,65,3,,,short,
3262,63,3,,,short,
3263,66,3,,,short,
3264,62,4,,,short,
3265,58,18,0.08776699468772796,0.9736832626432166,ok,0.0048096906418212525
3266,58,2,,,short,
3267,68,3,,,short,
3268,74,2,,,short,
3269,72,2,,,short,
3270,80,2,,,short,
3271,74,3,,,short,
3272,79,2,,,short,
3273,86,6,,,short,
3274,82,2,,,short,
3275,90,2,,,short,
3276,91,2,,,short,
3277,92,4,,,short,
3278,75,3,,,short,
3279,82,5,,,short,
3280,83,2,,,short,
3281,81,3,,,short,
3282,86,2,,,short,
3283,87,2,,,short,
3284,86,2,,,short,
3285,85,2,,,short,
3286,92,2,,,short,
3287,86,3,,,short,
3288,82,6,,,short,
3289,92,3,,,short,
3290,92,3,,,short,
3291,82,2,,,short,
3292,87,9,,,short,
3293,104,2,,,short,
3294,102,21,0.01983121329149702,0.9808646718874097,ok,0.0009232969477387978
3295,98,2,,,short,
3296,105,4,,,short,
3297,98,4,,,short,
3298,101,3,,,short,
3299,101,3,,,short,
3300,88,2,,,short,
3301,98,2,,,short,
3302,102,2,,,short,
3303,77,3,,,short,
3304,112,3,,,short,
3305,105,2,,,short,
3306,107,2,,,short,
3307,112,2,,,short,
3308,112,6,,,short,
3309,85,6,,,short,
3310,104,5,,,short,
3311,111,2,,,short,
3312,113,4,,,short,
3313,107,4,,,short,
3314,115,2,,,short,
3315,112,3,,,short,
3316,113,5,,,short,
3317,117,2,,,short,
3318,115,3,,,short,
3319,111,11,0.034363199624930556,0.99303275746748,ok,0.0014391706109078094
3320,123,2,,,short,
3321,122,14,0.07944666769204715,0.9731876487436917,ok,0.005383555880378945
3322,116,2,,,short,
3323,120,2,,,short,
3324,118,3,,,short,
3325,133,2,,,short,
3326,123,2,,,short,
3327,128,2,,,short,
3328,126,4,,,short,
3329,127,3,,,short,
3330,133,2,,,short,
3331,149,2,,,short,
3332,133,2,,,short,
3333,135,3,,,short,
3334,135,6,,,short,
3335,156,3,,,short,
3336,149,3,,,short,
3337,153,2,,,short,
3338,153,3,,,short,
3339,147,5,,,short,
3340,5,3,,,short,
3341,16,4,,,short,
3342,4,3,,,short,
3343,23,2,,,short,
3344,37,2,,,short,
3345,29,4,,,short,
3346,22,4,,,short,
3347,39,2,,,short,
3348,30,2,,,short,
3349,31,2,,,short,
3350,42,2,,,short,
3351,43,2,,,short,
3352,41,11,0.05071103108634024,0.9878349489219787,ok,0.002813761083027704
3353,43,2,,,short,
3354,45,2,,,short,
3355,37,2,,,short,
3356,45,2,,,short,
3357,48,2,,,short,
3358,43,3,,,short,
3359,45,2,,,short,
3360,45,2,,,short,
3361,45,2,,,short,
3362,42,2,,,short,
3363,47,2,,,short,
3364,49,2,,,short,
3365,52,2,,,short,
3366,50,6,,,short,
3367,55,5,,,short,
3368,53,2,,,short,
3369,53,2,,,short,
3370,55,2,,,short,
3371,55,2,,,short,
3372,55,2,,,short,
3373,63,2,,,short,
3374,57,2,,,short,
3375,53,3,,,short,
3376,59,5,,,short,
3377,55,2,,,short,
3378,56,2,,,short,
3379,59,3,,,short,
3380,62,2,,,short,
3381,62,2,,,short,
3382,68,2,,,short,
3383,63,2,,,short,
3384,63,2,,,short,
3385,74,3,,,short,
3386,71,2,,,short,
3387,72,2,,,short,
3388,62,4,,,short,
3389,67,23,0.05013010606307541,0.9753330974800338,ok,0.002657407797562265
3390,69,2,,,short,
3391,73,6,,,short,
3392,80,3,,,short,
3393,76,2,,,short,
3394,65,2,,,short,
3395,74,2,,,short,
3396,80,7,,,short,
3397,76,2,,,short,
3398,78,2,,,short,
3399,86,3,,,short,
3400,76,2,,,short,
3401,78,2,,,short,
3402,83,2,,,short,
3403,91,2,,,short,
3404,89,2,,,short,
3405,82,2,,,short,
3406,96,2,,,short,
3407,98,2,,,short,
3408,81,5,,,short,
3409,91,2,,,short,
3410,104,2,,,short,
3411,93,2,,,short,
3412,77,5,,,short,
3413,102,2,,,short,
3414,96,2,,,short,
3415,98,2,,,short,
3416,101,2,,,short,
3417,104,2,,,short,
3418,82,2,,,short,
3419,96,2,,,short,
3420,112,2,,,short,
3421,107,2,,,short,
3422,99,14,0.047519157727880346,0.9975252110376513,ok,0.0009662740009026045
3423,102,2,,,short,
3424,97,4,,,short,
3425,103,2,,,short,
3426,114,3,,,short,
3427,117,2,,,short,
3428,113,2,,,short,
3429,107,4,,,short,
3430,112,3,,,short,
3431,113,2,,,short,
3432,112,3,,,short,
3433,101,6,,,short,
3434,109,2,,,short,
3435,116,7,,,short,
3436,125,3,,,short,
3437,124,2,,,short,
3438,120,3,,,short,
3439,117,3,,,short,
3440,127,3,,,short,
3441,123,2,,,short,
3442,120,2,,,short,
3443,134,2,,,short,
3444,135,2,,,short,
3445,133,5,,,short,
3446,151,2,,,short,
3447,148,3,,,short,
3448,153,5,,,short,
3449,157,4,,,short,
3450,4,4,,,short,
3451,23,4,,,short,
3452,25,2,,,short,
3453,16,2,,,short,
3454,30,2,,,short,
3455,27,11,0.08535710115617476,0.9915947642239942,ok,0.003929321307339131
3456,33,2,,,short,
3457,21,4,,,short,
3458,35,2,,,short,
3459,39,3,,,short,
3460,30,2,,,short,
3461,43,2,,,short,
3462,37,3,,,short,
3463,37,4,,,short,
3464,45,2,,,short,
3465,42,2,,,short,
3466,58,3,,,short,
3467,59,2,,,short,
3468,58,4,,,short,
3469,58,2,,,short,
3470,55,2,,,short,
3471,57,7,,,short,
3472,63,2,,,short,
3473,64,6,,,short,
3474,60,2,,,short,
3475,53,5,,,short,
3476,69,4,,,short,
3477,59,2,,,short,
3478,62,4,,,short,
3479,68,7,,,short,
3480,68,4,,,short,
3481,74,5,,,short,
3482,68,4,,,short,
3483,74,3,,,short,
3484,67,2,,,short,
3485,70,2,,,short,
3486,83,2,,,short,
3487,80,4,,,short,
3488,80,2,,,short,
3489,70,3,,,short,
3490,73,2,,,short,
3491,68,2,,,short,
3492,76,2,,,short,
3493,82,3,,,short,
3494,91,2,,,short,
3495,87,3,,,short,
3496,86,2,,,short,
3497,91,2,,,short,
3498,89,6,,,short,
3499,81,8,,,short,
3500,87,4,,,short,
3501,87,4,,,short,
3502,77,2,,,short,
3503,98,3,,,short,
3504,89,2,,,short,
3505,98,4,,,short,
3506,96,3,,,short,
3507,88,2,,,short,
3508,98,3,,,short,
3509,90,3,,,short,
3510,96,2,,,short,
3511,95,3,,,short,
3512,82,5,,,short,
3513,101,5,,,short,
3514,104,4,,,short,
3515,102,2,,,short,
3516,107,3,,,short,
3517,115,7,,,short,
3518,113,4,,,short,
3519,111,4,,,short,
3520,120,4,,,short,
3521,114,4,,,short,
3522,116,9,,,short,
3523,126,2,,,short,
3524,128,6,,,short,
3525,118,2,,,short,
3526,138,3,,,short,
3527,148,7,,,short,
3528,147,11,0.08154027077347381,0.9401048088724552,ok,0.010290820500675334
3529,14,5,,,short,
3530,14,2,,,short,
3531,16,3,,,short,
3532,18,2,,,short,
3533,14,2,,,short,
3534,25,3,,,short,
3535,29,2,,,short,
3536,29,3,,,short,
3537,23,10,0.010358201626362841,0.29838803231416755,ok,0.007941675522029916
3538,18,3,,,short,
3539,18,2,,,short,
3540,22,6,,,short,
3541,30,5,,,short,
3542,34,2,,,short,
3543,38,2,,,short,
3544,37,3,,,short,
3545,35,3,,,short,
3546,30,3,,,short,
3547,40,2,,,short,
3548,38,2,,,short,
3549,30,2,,,short,
3550,39,2,,,short,
3551,37,2,,,short,
3552,38,4,,,short,
3553,45,3,,,short,
3554,45,2,,,short,
3555,43,2,,,short,
3556,48,2,,,short,
3557,41,2,,,short,
3558,47,2,,,short,
3559,47,2,,,short,
3560,42,2,,,short,
3561,45,2,,,short,
3562,47,4,,,short,
3563,47,4,,,short,
3564,47,2,,,short,
3565,53,7,,,short,
3566,47,10,0.02753853168727815,0.9768078254895116,ok,0.002121666305967432
3567,55,2,,,short,
3568,53,2,,,short,
3569,53,2,,,short,
3570,55,2,,,short,
3571,60,2,,,short,
3572,53,2,,,short,
3573,59,3,,,short,
3574,58,2,,,short,
3575,57,2,,,short,
3576,55,2,,,short,
3577,58,4,,,short,
3578,57,4,,,short,
3579,55,3,,,short,
3580,57,2,,,short,
3581,57,3,,,short,
3582,60,2,,,short,
3583,62,2,,,short,
3584,55,2,,,short,
3585,63,2,,,short,
3586,66,2,,,short,
3587,62,3,,,short,
3588,62,4,,,short,
3589,62,2,,,short,
3590,67,5,,,short,
3591,63,6,,,short,
3592,60,7,,,short,
3593,67,2,,,short,
3594,66,4,,,short,
3595,58,3,,,short,
3596,63,2,,,short,
3597,68,4,,,short,
3598,70,2,,,short,
3599,74,3,,,short,
3600,71,2,,,short,
3601,70,4,,,short,
3602,74,7,,,short,
3603,73,5,,,short,
3604,81,7,,,short,
3605,74,2,,,short,
3606,78,2,,,short,
3607,81,4,,,short,
3608,81,2,,,short,
3609,74,2,,,short,
3610,80,4,,,short,
3611,74,13,0.0028365108885359293,0.015881377825346155,ok,0.009115668153500732
3612,78,3,,,short,
3613,68,4,,,short,
3614,86,3,,,short,
3615,75,2,,,short,
3616,82,5,,,short,
3617,86,4,,,short,
3618,83,2,,,short,
3619,74,2,,,short,
3620,89,2,,,short,
3621,82,4,,,short,
3622,93,2,,,short,
3623,82,2,,,short,
3624,91,4,,,short,
3625,84,6,,,short,
3626,89,2,,,short,
3627,84,4,,,short,
3628,88,3,,,short,
3629,88,3,,,short,
3630,88,5,,,short,
3631,87,3,,,short,
3632,86,3,,,short,
3633,94,3,,,short,
3634,90,3,,,short,
3635,100,2,,,short,
3636,89,2,,,short,
3637,77,3,,,short,
3638,98,2,,,short,
3639,89,2,,,short,
3640,102,2,,,short,
3641,82,2,,,short,
3642,95,2,,,short,
3643,98,3,,,short,
3644,90,3,,,short,
3645,100,2,,,short,
3646,103,2,,,short,
3647,95,3,,,short,
3648,108,3,,,short,
3649,98,2,,,short,
3650,95,2,,,short,
3651,101,2,,,short,
3652,95,3,,,short,
3653,101,2,,,short,
3654,95,2,,,short,
3655,96,4,,,short,
